ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
1900372,Adrián Díaz,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Ice Dance, Mixed",NA
1900373,Laurence Fournier Beaudry,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Ice Dance, Mixed",NA
1900374,Nikolaj Sørensen,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Ice Dance, Mixed",NA
1900375,Lilah Fear,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Ice Dance, Mixed",NA
1900376,Lewis Gibson,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Ice Dance, Mixed",NA
1900377,Kaitlin Hawayek,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Ice Dance, Mixed",NA
1900378,Jean-Luc Baker,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Ice Dance, Mixed",NA
1900379,Wang Shiyue,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Ice Dance, Mixed",NA
1900380,Liu Xinyu,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Ice Dance, Mixed",NA
1900381,Marjorie Lajoie,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Ice Dance, Mixed",NA
1900382,Zachary Lagha,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Ice Dance, Mixed",NA
1900383,Diana Davis,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Ice Dance, Mixed",NA
1900384,Gleb Smolkin,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Ice Dance, Mixed",NA
1900385,Juulia Turkkila,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Ice Dance, Mixed",NA
1900386,Matthias Versluis,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Ice Dance, Mixed",NA
1900387,Natálie Taschlerová,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Ice Dance, Mixed",NA
1900388,Filip Taschler,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Ice Dance, Mixed",NA
1900389,Natalia Kaliszek,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Ice Dance, Mixed",NA
1900390,Maksym Spodyriew,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Ice Dance, Mixed",NA
1900391,Tina Garabedian,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Ice Dance, Mixed",NA
1900392,Simon Proulx Senecal,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Ice Dance, Mixed",NA
1900393,Mariya Kazakova,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Ice Dance, Mixed",NA
1900394,Georgy Reviya,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Ice Dance, Mixed",NA
1900395,Oleksandra Nazarova,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Ice Dance, Mixed",NA
1900396,Max Nikitin,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Ice Dance, Mixed",NA
1900397,Katharina Müller,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Ice Dance, Mixed",NA
1900398,Tim Dieck,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Ice Dance, Mixed",NA
1900399,Misato Komatsubara,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Ice Dance, Mixed",NA
1900400,Tim Koleto,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Ice Dance, Mixed",NA
1900401,Paulina Ramanauskaitė,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Ice Dance, Mixed",NA
1900402,Deividas Kizala,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Ice Dance, Mixed",NA
1900403,Nathan Chen,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900404,Madison Hubbell,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900405,Zach Donohue,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900406,Alexa Scimeca Knierim,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900407,Brandon Frazier,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900408,Karen Chen,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900409,Vincent Zhou,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900410,Madison Chock,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900411,Evan Bates,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900412,Jason Brown,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900413,Mariah Bell,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900414,Alysa Liu,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900415,Ashley Cain-Gribble,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900416,Timothy LeDuc,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900417,Kaitlin Hawayek,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900418,Jean-Luc Baker,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900419,Shoma Uno,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900420,Misato Komatsubara,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900421,Tim Koleto,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900422,Riku Miura,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900423,Ryuichi Kihara,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900424,Wakaba Higuchi,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900425,Yuma Kagiyama,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900426,Kaori Sakamoto,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900427,Yuzuru Hanyu,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900428,Mana Kawabe,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900429,Mark Kondratyuk,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900430,Viktoriya Sinitsina,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900431,Nikita Katsalapov,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900432,Anastasiya Mishina,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900433,Aleksandr Gallyamov,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900434,Kamila Valiyeva,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900435,Andrey Mozalyov,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900436,Yevgeny Semenenko,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900437,Anna Shcherbakova,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900438,Aleksandra Trusova,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900439,Aleksandra Boykova,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900440,Dmitry Kozlovsky,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900441,Yevgeniya Tarasova,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900442,Vladimir Morozov,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900443,Diana Davis,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900444,Gleb Smolkin,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900445,Aleksandra Stepanova,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900446,Ivan Bukin,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900447,Roman Sadovsky,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900448,Piper Gilles,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900449,Paul Poirier,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900450,Kirsten Moore-Towers,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900451,Michael Marinaro,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900452,Madeline Schizas,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900453,Vanessa James,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900454,Eric Radford,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900455,Keegan Messing,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900456,Laurence Fournier Beaudry,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900457,Nikolaj Sørensen,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900458,Marjorie Lajoie,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900459,Zachary Lagha,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900460,Jin Boyang,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900461,Wang Shiyue,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900462,Liu Xinyu,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900463,Sui Wenjing,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900464,Han Cong,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900465,Zhu Yi,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900466,Peng Cheng,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900467,Jin Yang,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900468,Morisi Kvitelashvili,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900469,Mariya Kazakova,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900470,Georgy Reviya,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900471,Karina Safina,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900472,Luka Berulava,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900473,Anastasiya Gubanova,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900474,Daniel Grassl,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900475,Charlène Guignard,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900476,Marco Fabbri,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900477,Nicole Della Monica,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900478,Matteo Guarise,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900479,Lara Naki Gutmann,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900480,Matteo Rizzo,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900481,Rebecca Ghilardi,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900482,Filippo Ambrosini,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900483,Michal Březina,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900484,Natálie Taschlerová,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900485,Filip Taschler,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900486,Jelizaveta Žuková,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900487,Martin Bidař,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900488,Eliška Březinová,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900489,Paul Fentz,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900490,Katharina Müller,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900491,Tim Dieck,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900492,Nicole Schott,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900493,Nolan Seegert,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900494,Minerva Hase,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900495,Oleksandra Nazarova,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900496,Max Nikitin,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900497,Sofiya Holichenko,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900498,Artem Darenskyi,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900499,Anastasiya Shabotova,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900500,Ivan Shmuratko,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Team, Mixed",NA
1900501,Mikhail Shaydorov,M,NA,NA,NA,KAZ,KAZ,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Men",Gold
1900502,Yuma Kagiyama,M,NA,NA,NA,JPN,JPN,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Men",Silver
1900503,Shun Sato,M,NA,NA,NA,JPN,JPN,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Men",Bronze
1900504,Cha Jun-Hwan,M,NA,NA,NA,KOR,KOR,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Men",NA
1900505,Stephen Gogolev,M,NA,NA,NA,CAN,CAN,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Men",NA
1900506,Pyotr Gumennik,M,NA,NA,NA,AIN,AIN,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Men",NA
1900507,Adam Siao Him Fa,M,NA,NA,NA,FRA,FRA,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Men",NA
1900508,Ilia Malinin,M,NA,NA,NA,USA,USA,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Men",NA
1900509,Daniel Grassl,M,NA,NA,NA,ITA,ITA,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Men",NA
1900510,Nika Egadze,M,NA,NA,NA,GEO,GEO,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Men",NA
1900511,Kevin Aymoz,M,NA,NA,NA,FRA,FRA,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Men",NA
1900512,Andrew Torgashev,M,NA,NA,NA,USA,USA,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Men",NA
1900513,Kao Miura,M,NA,NA,NA,JPN,JPN,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Men",NA
1900514,Lukas Britschgi,M,NA,NA,NA,SUI,SUI,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Men",NA
1900515,Matteo Rizzo,M,NA,NA,NA,ITA,ITA,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Men",NA
1900516,Aleksandr Selevko,M,NA,NA,NA,EST,EST,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Men",NA
1900517,Jin Boyang,M,NA,NA,NA,CHN,CHN,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Men",NA
1900518,Deniss Vasiļjevs,M,NA,NA,NA,LAT,LAT,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Men",NA
1900519,Kyrylo Marsak,M,NA,NA,NA,UKR,UKR,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Men",NA
1900520,Maxim Naumov,M,NA,NA,NA,USA,USA,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Men",NA
1900521,Vladimir Samoilov,M,NA,NA,NA,POL,POL,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Men",NA
1900522,Donovan Carrillo,M,NA,NA,NA,MEX,MEX,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Men",NA
1900523,Li Yu-Hsiang,M,NA,NA,NA,TPE,TPE,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Men",NA
1900524,Adam Hagara,M,NA,NA,NA,SVK,SVK,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Men",NA
1900525,Tomáš Guarino,M,NA,NA,NA,ESP,ESP,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Men",NA
1900526,Kim Hyeon-Gyeom,M,NA,NA,NA,KOR,KOR,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Men",NA
1900527,Andreas Nordebäck,M,NA,NA,NA,SWE,SWE,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Men",NA
1900528,Fedir Kulish,M,NA,NA,NA,LAT,LAT,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Men",NA
1900529,Vladimir Litvintsev,M,NA,NA,NA,AZE,AZE,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Men",NA
1900530,Alysa Liu,F,NA,NA,NA,USA,USA,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Women",Gold
1900531,Kaori Sakamoto,F,NA,NA,NA,JPN,JPN,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Women",Silver
1900532,Ami Nakai,F,NA,NA,NA,JPN,JPN,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Women",Bronze
1900533,Mone Chiba,F,NA,NA,NA,JPN,JPN,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Women",NA
1900534,Amber Glenn,F,NA,NA,NA,USA,USA,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Women",NA
1900535,Adeliya Petrosyan,F,NA,NA,NA,AIN,AIN,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Women",NA
1900536,Niina Petrõkina,F,NA,NA,NA,EST,EST,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Women",NA
1900537,Lee Hae-In,F,NA,NA,NA,KOR,KOR,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Women",NA
1900538,Anastasiya Gubanova,F,NA,NA,NA,GEO,GEO,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Women",NA
1900539,Sofia Samodelkina,F,NA,NA,NA,KAZ,KAZ,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Women",NA
1900540,Sin Ji-A,F,NA,NA,NA,KOR,KOR,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Women",NA
1900541,Isabeau Levito,F,NA,NA,NA,USA,USA,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Women",NA
1900542,Nina Pinzarrone,F,NA,NA,NA,BEL,BEL,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Women",NA
1900543,Loena Hendrickx,F,NA,NA,NA,BEL,BEL,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Women",NA
1900544,Lara Naki Gutmann,F,NA,NA,NA,ITA,ITA,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Women",NA
1900545,Iida Karhunen,F,NA,NA,NA,FIN,FIN,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Women",NA
1900546,Julia Sauter-Czarnik,F,NA,NA,NA,ROU,ROU,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Women",NA
1900547,Olga Mikutina,F,NA,NA,NA,AUT,AUT,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Women",NA
1900548,Zhang Ruiyang,F,NA,NA,NA,CHN,CHN,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Women",NA
1900549,Katia Kurakova,F,NA,NA,NA,POL,POL,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Women",NA
1900550,Livia Kaiser,F,NA,NA,NA,SUI,SUI,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Women",NA
1900551,Lorine Schild,F,NA,NA,NA,FRA,FRA,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Women",NA
1900552,Kimmy Repond,F,NA,NA,NA,SUI,SUI,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Women",NA
1900553,Mariia Seniuk,F,NA,NA,NA,ISR,ISR,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Women",NA
1900554,Madeline Schizas,F,NA,NA,NA,CAN,CAN,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Women",NA
1900555,Viktoryia Safonava,F,NA,NA,NA,AIN,AIN,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Women",NA
1900556,Meda Variakojytė,F,NA,NA,NA,LTU,LTU,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Women",NA
1900557,Aleksandra Feigin,F,NA,NA,NA,BUL,BUL,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Women",NA
1900558,Kristen Spours,F,NA,NA,NA,GBR,GBR,2026 Winter,2026,Winter,Milano-Cortina,Figure Skating,"Figure Skating Singles, Women",NA
