ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
1700351,Grae Morris,M,NA,NA,NA,AUS,AUS,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Windsurfer (iQFOiL), Men",Silver
1700352,Luuc van Opzeeland,M,NA,NA,NA,NED,NED,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Windsurfer (iQFOiL), Men",Bronze
1700353,Josh Armit,M,NA,NA,NA,NZL,NZL,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Windsurfer (iQFOiL), Men",NA
1700354,Sam Sills,M,NA,NA,NA,GBR,GBR,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Windsurfer (iQFOiL), Men",NA
1700355,Nicolò Renna,M,NA,NA,NA,ITA,ITA,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Windsurfer (iQFOiL), Men",NA
1700356,Elia Colombo,M,NA,NA,NA,SUI,SUI,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Windsurfer (iQFOiL), Men",NA
1700357,Ethan Westera,M,NA,NA,NA,ARU,ARU,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Windsurfer (iQFOiL), Men",NA
1700358,Noah Lyons,M,NA,NA,NA,USA,USA,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Windsurfer (iQFOiL), Men",NA
1700359,Paweł Tarnowski,M,NA,NA,NA,POL,POL,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Windsurfer (iQFOiL), Men",NA
1700360,Nacho Baltasar,M,NA,NA,NA,ESP,ESP,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Windsurfer (iQFOiL), Men",NA
1700361,Sebastian Kördel,M,NA,NA,NA,GER,GER,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Windsurfer (iQFOiL), Men",NA
1700362,Cheng Ching Yin,M,NA,NA,NA,HKG,HKG,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Windsurfer (iQFOiL), Men",NA
1700363,Johan Bornemann Søe,M,NA,NA,NA,DEN,DEN,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Windsurfer (iQFOiL), Men",NA
1700364,Nicolas Goyard,M,NA,NA,NA,FRA,FRA,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Windsurfer (iQFOiL), Men",NA
1700365,Mateus Isaac,M,NA,NA,NA,BRA,BRA,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Windsurfer (iQFOiL), Men",NA
1700366,Rytis Jasiunas,M,NA,NA,NA,LTU,LTU,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Windsurfer (iQFOiL), Men",NA
1700367,Makoto Tomizawa,M,NA,NA,NA,JPN,JPN,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Windsurfer (iQFOiL), Men",NA
1700368,Huang Jingye,M,NA,NA,NA,CHN,CHN,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Windsurfer (iQFOiL), Men",NA
1700369,Jakob Eklund,M,NA,NA,NA,FIN,FIN,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Windsurfer (iQFOiL), Men",NA
1700370,Francisco Saubidet,M,NA,NA,NA,ARG,ARG,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Windsurfer (iQFOiL), Men",NA
1700371,Vyron Kokkalanis,M,NA,NA,NA,GRE,GRE,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Windsurfer (iQFOiL), Men",NA
1700372,Robert Kubin,M,NA,NA,NA,SVK,SVK,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Windsurfer (iQFOiL), Men",NA
1700373,Rami Boudrouma,M,NA,NA,NA,ALG,ALG,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Windsurfer (iQFOiL), Men",NA
1700374,Matt Wearn,M,NA,NA,NA,AUS,AUS,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 7), Men",Gold
1700375,Pavlos Kontides,M,NA,NA,NA,CYP,CYP,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 7), Men",Silver
1700376,Stefano Peschiera,M,NA,NA,NA,PER,PER,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 7), Men",Bronze
1700377,Jonatán Vadnai,M,NA,NA,NA,HUN,HUN,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 7), Men",NA
1700378,Hermann Tomasgaard,M,NA,NA,NA,NOR,NOR,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 7), Men",NA
1700379,Micky Beckett,M,NA,NA,NA,GBR,GBR,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 7), Men",NA
1700380,Thomas Saunders,M,NA,NA,NA,NZL,NZL,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 7), Men",NA
1700381,Clemente Seguel,M,NA,NA,NA,CHI,CHI,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 7), Men",NA
1700382,Lorenzo Chiavarini,M,NA,NA,NA,ITA,ITA,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 7), Men",NA
1700383,Finn Lynch,M,NA,NA,NA,IRL,IRL,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 7), Men",NA
1700384,Eduardo Marques,M,NA,NA,NA,POR,POR,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 7), Men",NA
1700385,Jean-Baptiste Bernaz,M,NA,NA,NA,FRA,FRA,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 7), Men",NA
1700386,Philipp Buhl,M,NA,NA,NA,GER,GER,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 7), Men",NA
1700387,Milivoj Dukić,M,NA,NA,NA,MNE,MNE,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 7), Men",NA
1700388,Duko Bos,M,NA,NA,NA,NED,NED,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 7), Men",NA
1700389,Juan Ignacio Maegli,M,NA,NA,NA,GUA,GUA,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 7), Men",NA
1700390,Žan-Luka Zelko,M,NA,NA,NA,SLO,SLO,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 7), Men",NA
1700391,Vishnu Saravanan,M,NA,NA,NA,IND,IND,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 7), Men",NA
1700392,Filip Jurišic,M,NA,NA,NA,CRO,CRO,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 7), Men",NA
1700393,Enrique Arathoon,M,NA,NA,NA,ESA,ESA,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 7), Men",NA
1700394,Joaquín Blanco,M,NA,NA,NA,ESP,ESP,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 7), Men",NA
1700395,William De Smet,M,NA,NA,NA,BEL,BEL,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 7), Men",NA
1700396,Yiğit Yalçın Çitak,M,NA,NA,NA,TUR,TUR,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 7), Men",NA
1700397,Nicholas Halliday,M,NA,NA,NA,HKG,HKG,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 7), Men",NA
1700398,Ryan Lo,M,NA,NA,NA,SGP,SGP,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 7), Men",NA
1700399,Ha Ji-Min,M,NA,NA,NA,KOR,KOR,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 7), Men",NA
1700400,Francisco Guaragna,M,NA,NA,NA,ARG,ARG,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 7), Men",NA
1700401,Bruno Fontes,M,NA,NA,NA,BRA,BRA,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 7), Men",NA
1700402,Luc Chevrier,M,NA,NA,NA,LCA,LCA,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 7), Men",NA
1700403,Omer Vered Vilenchik,M,NA,NA,NA,ISR,ISR,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 7), Men",NA
1700404,Karl-Martin Rammo,M,NA,NA,NA,EST,EST,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 7), Men",NA
1700405,Khairulnizam Mohd Afendy,M,NA,NA,NA,MAS,MAS,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 7), Men",NA
1700406,Just van Aanholt,M,NA,NA,NA,ARU,ARU,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 7), Men",NA
1700407,Pedro Luis Fernández,M,NA,NA,NA,PUR,PUR,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 7), Men",NA
1700408,Arthit Mikhail Romanyk,M,NA,NA,NA,THA,THA,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 7), Men",NA
1700409,Johan Lundgaard Schubert,M,NA,NA,NA,DEN,DEN,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 7), Men",NA
1700410,Kaarle Tapper,M,NA,NA,NA,FIN,FIN,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 7), Men",NA
1700411,Thad Lettsome,M,NA,NA,NA,IVB,IVB,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 7), Men",NA
1700412,Filipe André,M,NA,NA,NA,ANG,ANG,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 7), Men",NA
1700413,Michał Krasodomski,M,NA,NA,NA,POL,POL,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 7), Men",NA
1700414,Aly Nabil,M,NA,NA,NA,EGY,EGY,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 7), Men",NA
1700415,Eroni Leilua,M,NA,NA,NA,SAM,SAM,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 7), Men",NA
1700416,Viliame Ratulu,M,NA,NA,NA,FIJ,FIJ,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 7), Men",NA
1700417,Diego Botín,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er), Men",NA
1700418,Florián Trittel,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er), Men",NA
1700419,Isaac McHardie,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er), Men",NA
1700420,William McKenzie,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er), Men",NA
1700421,Ian Barrows,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er), Men",NA
1700422,Hans Henken,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er), Men",NA
1700423,Robert Dickson,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er), Men",NA
1700424,Sean Waddilove,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er), Men",NA
1700425,Dominik Buksak,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er), Men",NA
1700426,Szymon Wierzbicki,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er), Men",NA
1700427,Bart Lambriex,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er), Men",NA
1700428,Floris van de Werken,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er), Men",NA
1700429,James Peters,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er), Men",NA
1700430,Fynn Sterritt,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er), Men",NA
1700431,Sébastien Schneiter,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er), Men",NA
1700432,Arno de Planta,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er), Men",NA
1700433,Šime Fantela,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er), Men",NA
1700434,Mihovil Fantela,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er), Men",NA
1700435,Hernán Umpierre,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er), Men",NA
1700436,Fernando Diz,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er), Men",NA
1700437,Jakob Meggendorfer,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er), Men",NA
1700438,Andreas Spranger,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er), Men",NA
1700439,Erwan Fischer,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er), Men",NA
1700440,Clément Péquin,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er), Men",NA
1700441,Wen Zaiding,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er), Men",NA
1700442,Liu Tian,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er), Men",NA
1700443,Benjamin Bildstein,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er), Men",NA
1700444,David Hussl,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er), Men",NA
1700445,Jim Colley,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er), Men",NA
1700446,Shaun Connor,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er), Men",NA
1700447,Yannick Lefèbvre,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er), Men",NA
1700448,Jan Heuninck,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er), Men",NA
1700449,Will Jones,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er), Men",NA
1700450,Justin Barnes,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er), Men",NA
1700451,Daniel Gunnar Nyborg,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er), Men",NA
1700452,Nikolaj Hoffmann Buhl,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er), Men",NA
1700453,Marco Grael,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er), Men",NA
1700454,Gabriel Simões,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er), Men",NA
1700455,Akira Luke Sakai,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er), Men",NA
1700456,Russell Williams Aylsworth,M,NA,NA,NA,,,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Skiff (49er), Men",NA
1700457,Valentin Bontus,M,NA,NA,NA,AUT,AUT,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Kiteboarding (Formula Kite), Men",Gold
1700458,Toni Vodišek,M,NA,NA,NA,SLO,SLO,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Kiteboarding (Formula Kite), Men",Silver
1700459,Max Maeder,M,NA,NA,NA,SGP,SGP,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Kiteboarding (Formula Kite), Men",Bronze
1700460,Riccardo Pianosi,M,NA,NA,NA,ITA,ITA,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Kiteboarding (Formula Kite), Men",NA
1700461,Jannis Maus,M,NA,NA,NA,GER,GER,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Kiteboarding (Formula Kite), Men",NA
1700462,Axel Mazella,M,NA,NA,NA,FRA,FRA,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Kiteboarding (Formula Kite), Men",NA
1700463,Bruno Lobo,M,NA,NA,NA,BRA,BRA,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Kiteboarding (Formula Kite), Men",NA
1700464,Connor Bainbridge,M,NA,NA,NA,GBR,GBR,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Kiteboarding (Formula Kite), Men",NA
1700465,Markus Edegran,M,NA,NA,NA,USA,USA,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Kiteboarding (Formula Kite), Men",NA
1700466,Huang Qibin,M,NA,NA,NA,CHN,CHN,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Kiteboarding (Formula Kite), Men",NA
1700467,Kameron Maramenidis,M,NA,NA,NA,GRE,GRE,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Kiteboarding (Formula Kite), Men",NA
1700468,Denis Taradin,M,NA,NA,NA,CYP,CYP,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Kiteboarding (Formula Kite), Men",NA
1700469,Dor Zarka,M,NA,NA,NA,ISR,ISR,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Kiteboarding (Formula Kite), Men",NA
1700470,Martin Dolenc,M,NA,NA,NA,CRO,CRO,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Kiteboarding (Formula Kite), Men",NA
1700471,Lukas Walton-Keim,M,NA,NA,NA,NZL,NZL,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Kiteboarding (Formula Kite), Men",NA
1700472,Maks Zakowski,M,NA,NA,NA,POL,POL,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Kiteboarding (Formula Kite), Men",NA
1700473,Tiger Tyson,M,NA,NA,NA,ANT,ANT,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Kiteboarding (Formula Kite), Men",NA
1700474,Joseph Jonathan Weston,M,NA,NA,NA,THA,THA,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Kiteboarding (Formula Kite), Men",NA
1700475,Jean de Falbaire,M,NA,NA,NA,MRI,MRI,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Kiteboarding (Formula Kite), Men",NA
1700476,Víctor Bolaños,M,NA,NA,NA,COL,COL,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Kiteboarding (Formula Kite), Men",NA
1700477,Marta Maggetti,F,NA,NA,NA,ITA,ITA,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Windsurfer (iQFOiL), Women",Gold
1700478,Sharon Kantor,F,NA,NA,NA,ISR,ISR,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Windsurfer (iQFOiL), Women",Silver
1700479,Emma Wilson,F,NA,NA,NA,GBR,GBR,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Windsurfer (iQFOiL), Women",Bronze
1700480,María Belén Bazo,F,NA,NA,NA,PER,PER,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Windsurfer (iQFOiL), Women",NA
1700481,Yan Zheng,F,NA,NA,NA,CHN,CHN,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Windsurfer (iQFOiL), Women",NA
1700482,Theresa Steinlein,F,NA,NA,NA,GER,GER,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Windsurfer (iQFOiL), Women",NA
1700483,Hélène Noesmoen,F,NA,NA,NA,FRA,FRA,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Windsurfer (iQFOiL), Women",NA
1700484,Maja Dziarnowska,F,NA,NA,NA,POL,POL,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Windsurfer (iQFOiL), Women",NA
1700485,Kateřina Švíková,F,NA,NA,NA,CZE,CZE,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Windsurfer (iQFOiL), Women",NA
1700486,Veerle Ten Have,F,NA,NA,NA,NZL,NZL,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Windsurfer (iQFOiL), Women",NA
1700487,Mina Mobekk,F,NA,NA,NA,NOR,NOR,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Windsurfer (iQFOiL), Women",NA
1700488,Palma Čargo,F,NA,NA,NA,CRO,CRO,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Windsurfer (iQFOiL), Women",NA
1700489,Mariana Aguilar,F,NA,NA,NA,MEX,MEX,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Windsurfer (iQFOiL), Women",NA
1700490,Ma Kwan Ching,F,NA,NA,NA,HKG,HKG,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Windsurfer (iQFOiL), Women",NA
1700491,Pilar Lamadrid,F,NA,NA,NA,ESP,ESP,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Windsurfer (iQFOiL), Women",NA
1700492,Sara Wennekes,F,NA,NA,NA,NED,NED,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Windsurfer (iQFOiL), Women",NA
1700493,Ingrid Puusta,F,NA,NA,NA,EST,EST,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Windsurfer (iQFOiL), Women",NA
1700494,Merve Vatan,F,NA,NA,NA,TUR,TUR,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Windsurfer (iQFOiL), Women",NA
1700495,Natasa Lappa,F,NA,NA,NA,CYP,CYP,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Windsurfer (iQFOiL), Women",NA
1700496,Johanna Hjertberg,F,NA,NA,NA,SWE,SWE,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Windsurfer (iQFOiL), Women",NA
1700497,Lina Eržen,F,NA,NA,NA,SLO,SLO,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Windsurfer (iQFOiL), Women",NA
1700498,Dominique Stater,F,NA,NA,NA,USA,USA,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Windsurfer (iQFOiL), Women",NA
1700499,Lorena Abicht,F,NA,NA,NA,AUT,AUT,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Windsurfer (iQFOiL), Women",NA
1700500,Chiara Ferretti,F,NA,NA,NA,ARG,ARG,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Windsurfer (iQFOiL), Women",NA
1700501,Marit Bouwmeester,F,NA,NA,NA,NED,NED,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 6), Women",Gold
1700502,Anne-Marie Rindom,F,NA,NA,NA,DEN,DEN,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 6), Women",Silver
1700503,Line Høst,F,NA,NA,NA,NOR,NOR,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 6), Women",Bronze
1700504,Maud Jayet,F,NA,NA,NA,SUI,SUI,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 6), Women",NA
1700505,Chiara Benini Floriani,F,NA,NA,NA,ITA,ITA,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 6), Women",NA
1700506,Yelena Vorobeva,F,NA,NA,NA,CRO,CRO,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 6), Women",NA
1700507,Emma Plasschaert,F,NA,NA,NA,BEL,BEL,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 6), Women",NA
1700508,Sarah Douglas,F,NA,NA,NA,CAN,CAN,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 6), Women",NA
1700509,Erika Reineke,F,NA,NA,NA,USA,USA,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 6), Women",NA
1700510,Louise Cervera,F,NA,NA,NA,FRA,FRA,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 6), Women",NA
1700511,Lucía Falasca,F,NA,NA,NA,ARG,ARG,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 6), Women",NA
1700512,Hannah Snellgrove,F,NA,NA,NA,GBR,GBR,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 6), Women",NA
1700513,Eve McMahon,F,NA,NA,NA,IRL,IRL,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 6), Women",NA
1700514,Mária Érdi,F,NA,NA,NA,HUN,HUN,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 6), Women",NA
1700515,Agata Barwińska,F,NA,NA,NA,POL,POL,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 6), Women",NA
1700516,Monika Mikkola,F,NA,NA,NA,FIN,FIN,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 6), Women",NA
1700517,Josefin Olsson,F,NA,NA,NA,SWE,SWE,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 6), Women",NA
1700518,Ecem Güzel,F,NA,NA,NA,TUR,TUR,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 6), Women",NA
1700519,Gu Min,F,NA,NA,NA,CHN,CHN,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 6), Women",NA
1700520,Zoe Thomson,F,NA,NA,NA,AUS,AUS,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 6), Women",NA
1700521,Nethra Kumanan,F,NA,NA,NA,IND,IND,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 6), Women",NA
1700522,Dolores Moreira,F,NA,NA,NA,URU,URU,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 6), Women",NA
1700523,Ebru Bolat,F,NA,NA,NA,ROU,ROU,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 6), Women",NA
1700524,Shay Kakon,F,NA,NA,NA,ISR,ISR,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 6), Women",NA
1700525,Julia Büsselberg,F,NA,NA,NA,GER,GER,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 6), Women",NA
1700526,Elena Oetling,F,NA,NA,NA,MEX,MEX,2024 Summer,2024,Summer,Paris,Sailing,"Sailing One-Person Dinghy (ILCA 6), Women",NA
