ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
1050505,Nonoka Ozaki,F,21.0,NA,NA,JPN,JPN,2024 Summer,2024,Summer,Paris,Wrestling,"Wrestling Light-Heavyweight, Freestyle (≤68 kg), Women",Bronze
1050506,Pak Sol-Gum,F,18.0,NA,NA,PRK,PRK,2024 Summer,2024,Summer,Paris,Wrestling,"Wrestling Light-Heavyweight, Freestyle (≤68 kg), Women",NA
1050507,Blessing Oborududu,F,35.0,163.0,63.0,NGR,NGR,2024 Summer,2024,Summer,Paris,Wrestling,"Wrestling Light-Heavyweight, Freestyle (≤68 kg), Women",NA
1050508,Nisha Dahiya,F,25.0,NA,NA,IND,IND,2024 Summer,2024,Summer,Paris,Wrestling,"Wrestling Light-Heavyweight, Freestyle (≤68 kg), Women",NA
1050509,Wiktoria Chołuj,F,24.0,NA,NA,POL,POL,2024 Summer,2024,Summer,Paris,Wrestling,"Wrestling Light-Heavyweight, Freestyle (≤68 kg), Women",NA
1050510,Koumba Larroque,F,25.0,NA,NA,FRA,FRA,2024 Summer,2024,Summer,Paris,Wrestling,"Wrestling Light-Heavyweight, Freestyle (≤68 kg), Women",NA
1050511,Irina Rîngaci,F,22.0,NA,NA,MDA,MDA,2024 Summer,2024,Summer,Paris,Wrestling,"Wrestling Light-Heavyweight, Freestyle (≤68 kg), Women",NA
1050512,Tetiana Rizhko-Sova,F,26.0,NA,NA,UKR,UKR,2024 Summer,2024,Summer,Paris,Wrestling,"Wrestling Light-Heavyweight, Freestyle (≤68 kg), Women",NA
1050513,Zhou Feng,F,30.0,175.0,71.0,CHN,CHN,2024 Summer,2024,Summer,Paris,Wrestling,"Wrestling Light-Heavyweight, Freestyle (≤68 kg), Women",NA
1050514,Enkhsaikhany Delgermaa,F,25.0,NA,NA,MGL,MGL,2024 Summer,2024,Summer,Paris,Wrestling,"Wrestling Light-Heavyweight, Freestyle (≤68 kg), Women",NA
1050515,Linda Morais,F,30.0,NA,NA,CAN,CAN,2024 Summer,2024,Summer,Paris,Wrestling,"Wrestling Light-Heavyweight, Freestyle (≤68 kg), Women",NA
1050516,Tayla Ford,F,31.0,NA,NA,NZL,NZL,2024 Summer,2024,Summer,Paris,Wrestling,"Wrestling Light-Heavyweight, Freestyle (≤68 kg), Women",NA
1050517,Soleymi Caraballo,F,30.0,NA,NA,VEN,VEN,2024 Summer,2024,Summer,Paris,Wrestling,"Wrestling Light-Heavyweight, Freestyle (≤68 kg), Women",NA
1050537,Yuka Kagami,F,22.0,NA,NA,JPN,JPN,2024 Summer,2024,Summer,Paris,Wrestling,"Wrestling Heavyweight, Freestyle (≤76 kg), Women",Gold
1050538,Kennedy Blades,F,20.0,NA,NA,USA,USA,2024 Summer,2024,Summer,Paris,Wrestling,"Wrestling Heavyweight, Freestyle (≤76 kg), Women",Silver
1050539,Milaimys Marín,F,23.0,NA,NA,CUB,CUB,2024 Summer,2024,Summer,Paris,Wrestling,"Wrestling Heavyweight, Freestyle (≤76 kg), Women",Bronze
1050540,Tatiana Rentería,F,23.0,NA,NA,COL,COL,2024 Summer,2024,Summer,Paris,Wrestling,"Wrestling Heavyweight, Freestyle (≤76 kg), Women",Bronze
1050541,Aiperi Medet,F,25.0,NA,NA,KGZ,KGZ,2024 Summer,2024,Summer,Paris,Wrestling,"Wrestling Heavyweight, Freestyle (≤76 kg), Women",NA
1050542,Génesis Reasco,F,25.0,NA,NA,ECU,ECU,2024 Summer,2024,Summer,Paris,Wrestling,"Wrestling Heavyweight, Freestyle (≤76 kg), Women",NA
1050543,Reetika Hooda,F,21.0,NA,NA,IND,IND,2024 Summer,2024,Summer,Paris,Wrestling,"Wrestling Heavyweight, Freestyle (≤76 kg), Women",NA
1050544,Yasemin Adar-Yiğit,F,32.0,180.0,75.0,TUR,TUR,2024 Summer,2024,Summer,Paris,Wrestling,"Wrestling Heavyweight, Freestyle (≤76 kg), Women",NA
1050545,Enkh-Amaryn Davaanasan,F,26.0,NA,NA,MGL,MGL,2024 Summer,2024,Summer,Paris,Wrestling,"Wrestling Heavyweight, Freestyle (≤76 kg), Women",NA
1050546,Zaineb Sghaier,F,21.0,NA,NA,TUN,TUN,2024 Summer,2024,Summer,Paris,Wrestling,"Wrestling Heavyweight, Freestyle (≤76 kg), Women",NA
1050547,Hannah Rueben,F,30.0,165.0,69.0,NGR,NGR,2024 Summer,2024,Summer,Paris,Wrestling,"Wrestling Heavyweight, Freestyle (≤76 kg), Women",NA
1050548,Justina di Stasio,F,31.0,NA,NA,CAN,CAN,2024 Summer,2024,Summer,Paris,Wrestling,"Wrestling Heavyweight, Freestyle (≤76 kg), Women",NA
1050549,Bernadett Nagy,F,23.0,NA,NA,HUN,HUN,2024 Summer,2024,Summer,Paris,Wrestling,"Wrestling Heavyweight, Freestyle (≤76 kg), Women",NA
1050550,Wang Juan,F,29.0,NA,NA,CHN,CHN,2024 Summer,2024,Summer,Paris,Wrestling,"Wrestling Heavyweight, Freestyle (≤76 kg), Women",NA
1050551,Yuliyana Yaneva,F,25.0,NA,NA,BUL,BUL,2024 Summer,2024,Summer,Paris,Wrestling,"Wrestling Heavyweight, Freestyle (≤76 kg), Women",NA
1050552,Cătălina Axente,F,28.0,NA,NA,ROU,ROU,2024 Summer,2024,Summer,Paris,Wrestling,"Wrestling Heavyweight, Freestyle (≤76 kg), Women",NA
1050572,Remco Evenepoel,M,24.0,NA,NA,BEL,BEL,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",Gold
1050573,Valentin Madouas,M,28.0,NA,NA,FRA,FRA,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",Silver
1050574,Christophe Laporte,M,31.0,NA,NA,FRA,FRA,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",Bronze
1050575,Attila Valter,M,26.0,186.0,65.0,HUN,HUN,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050576,Toms Skujiņš,M,33.0,180.0,70.0,LAT,LAT,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050577,Marco Haller,M,33.0,NA,NA,AUT,AUT,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050578,Stefan Küng,M,30.0,NA,NA,SUI,SUI,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050579,Jan Tratnik,M,34.0,NA,NA,SLO,SLO,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050580,Matteo Jorgenson,M,25.0,NA,NA,USA,USA,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050581,Ben Healy,M,23.0,NA,NA,IRL,IRL,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050582,Julian Alaphilippe,M,32.0,173.0,62.0,FRA,FRA,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050583,Mathieu van der Poel,M,29.0,NA,NA,NED,NED,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050584,Tom Pidcock,M,24.0,NA,NA,GBR,GBR,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050585,Mathias Vacek,M,22.0,NA,NA,CZE,CZE,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050586,Michael Matthews,M,33.0,NA,NA,AUS,AUS,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050587,Marc Hirschi,M,25.0,NA,NA,SUI,SUI,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050588,Mattias Skjelmose,M,23.0,NA,NA,DEN,DEN,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050589,Alex Aranburu,M,28.0,NA,NA,ESP,ESP,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050590,Santiago Buitrago,M,24.0,NA,NA,COL,COL,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050591,Mads Pedersen,M,28.0,NA,NA,DEN,DEN,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050592,Jasper Stuyven,M,32.0,NA,NA,BEL,BEL,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050593,Juan Ayuso,M,21.0,NA,NA,ESP,ESP,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050594,Alberto Bettiol,M,30.0,180.0,NA,ITA,ITA,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050595,Brandon McNulty,M,26.0,NA,NA,USA,USA,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050596,Daniel Martínez,M,28.0,NA,NA,COL,COL,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050597,Felix Großschartner,M,30.0,NA,NA,AUT,AUT,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050598,Corbin Strong,M,24.0,171.0,NA,NZL,NZL,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050599,Maximilian Schachmann,M,30.0,NA,NA,GER,GER,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050600,Lukáš Kubiš,M,24.0,175.0,68.0,SVK,SVK,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050601,Madis Mihkels,M,21.0,NA,NA,EST,EST,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050602,Stevie Williams,M,28.0,NA,NA,GBR,GBR,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050603,Simon Clarke,M,37.0,175.0,64.0,AUS,AUS,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050604,Nelson Oliveira,M,35.0,180.0,68.0,POR,POR,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050605,Kévin Vauquelin,M,23.0,NA,NA,FRA,FRA,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050606,Oier Lazkano,M,24.0,NA,NA,ESP,ESP,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050607,Dylan van Baarle,M,32.0,NA,NA,NED,NED,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050608,Wout Van Aert,M,29.0,NA,NA,BEL,BEL,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050609,Luka Mezgec,M,36.0,NA,NA,SLO,SLO,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050610,Laurence Pithie,M,21.0,NA,NA,NZL,NZL,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050611,Alex Kirsch,M,32.0,NA,NA,LUX,LUX,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050612,Mike Woods,M,37.0,175.0,63.0,CAN,CAN,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050613,Magnus Sheffield,M,22.0,NA,NA,USA,USA,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050614,Fred Wright,M,25.0,NA,NA,GBR,GBR,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050615,Derek Gee,M,26.0,NA,NA,CAN,CAN,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050616,Jhonatan Narváez,M,27.0,NA,NA,ECU,ECU,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050617,Rui Costa,M,37.0,183.0,69.0,POR,POR,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050618,Josh Tarling,M,20.0,NA,NA,GBR,GBR,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050619,Tiesj Benoot,M,30.0,NA,NA,BEL,BEL,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050620,Biniam Girmay,M,24.0,183.0,NA,ERI,ERI,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050621,Luca Mozzato,M,26.0,NA,NA,ITA,ITA,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050622,Ben O’Connor,M,28.0,NA,NA,AUS,AUS,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050623,Aleksey Lutsenko,M,31.0,NA,NA,KAZ,KAZ,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050624,Orluis Aular,M,27.0,NA,NA,VEN,VEN,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050625,Eduardo Sepúlveda,M,33.0,173.0,63.0,ARG,ARG,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050626,Eric Fagúndez,M,25.0,NA,NA,URU,URU,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050627,Yukiya Arashiro,M,39.0,171.0,64.0,JPN,JPN,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050628,Sainbayaryn Jambaljamts,M,27.0,NA,NA,MGL,MGL,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050629,Jakob Söderqvist,M,21.0,NA,NA,SWE,SWE,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050630,Michael Mørkøv,M,39.0,183.0,69.0,DEN,DEN,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050631,Ryan Mullen,M,29.0,NA,NA,IRL,IRL,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050632,Stanisław Aniołkowski,M,27.0,NA,NA,POL,POL,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050633,Itamar Einhorn,M,26.0,NA,NA,ISR,ISR,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050634,Søren Wærenskjold,M,24.0,195.0,92.0,NOR,NOR,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050635,Ognjen Ilić,M,25.0,NA,NA,SRB,SRB,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050636,Kim Yu-Ro,M,24.0,NA,NA,KOR,KOR,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050637,Anatoliy Budiak,M,28.0,169.0,53.0,UKR,UKR,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050638,Franklin Archibold,M,26.0,NA,NA,PAN,PAN,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050639,Lyu Xianjing,M,26.0,NA,NA,CHN,CHN,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050640,Ryan Gibbons,M,29.0,NA,NA,RSA,RSA,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050641,Nils Politt,M,30.0,NA,NA,GER,GER,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050642,Vinícius Rangel,M,23.0,178.0,64.0,BRA,BRA,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050643,Daan Hoole,M,25.0,NA,NA,NED,NED,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050644,Mikkel Bjerg,M,25.0,NA,NA,DEN,DEN,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050645,Tobias Foss,M,27.0,184.0,NA,NOR,NOR,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050646,Georgios Bouglas,M,33.0,NA,NA,GRE,GRE,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050647,Ali Labib,M,21.0,NA,NA,IRI,IRI,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050648,Charles Kagimu,M,25.0,NA,NA,UGA,UGA,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050649,Matej Mohorič,M,29.0,185.0,67.0,SLO,SLO,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050650,Domen Novak,M,29.0,NA,NA,SLO,SLO,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050651,Elia Viviani,M,35.0,177.0,70.0,ITA,ITA,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050652,Gleb Syritsa,M,24.0,NA,NA,AIN,AIN,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050653,Yevgeny Fyodorov,M,24.0,193.0,80.0,KAZ,KAZ,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050654,Achraf Ed-Doghmy,M,24.0,NA,NA,MAR,MAR,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050655,Christopher Lagane,M,25.0,NA,NA,MRI,MRI,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050656,Yacine Hamza,M,27.0,NA,NA,ALG,ALG,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050657,Nikita Tsvetkov,M,19.0,NA,NA,UZB,UZB,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050658,Thanakhan Chaiyasombat,M,25.0,NA,NA,THA,THA,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050659,Burak Abay,M,28.0,NA,NA,TUR,TUR,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050660,Vincent Lau,M,27.0,NA,NA,HKG,HKG,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050661,Eric Manizabayo,M,26.0,NA,NA,RWA,RWA,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Men",NA
1050662,Remco Evenepoel,M,24.0,NA,NA,BEL,BEL,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Time Trial, Individual, Men",Gold
1050663,Filippo Ganna,M,27.0,195.0,75.0,ITA,ITA,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Time Trial, Individual, Men",Silver
1050664,Wout Van Aert,M,29.0,NA,NA,BEL,BEL,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Time Trial, Individual, Men",Bronze
1050665,Josh Tarling,M,20.0,NA,NA,GBR,GBR,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Time Trial, Individual, Men",NA
1050666,Brandon McNulty,M,26.0,NA,NA,USA,USA,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Time Trial, Individual, Men",NA
1050667,Stefan Bissegger,M,25.0,NA,NA,SUI,SUI,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Time Trial, Individual, Men",NA
1050668,Nelson Oliveira,M,35.0,180.0,68.0,POR,POR,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Time Trial, Individual, Men",NA
1050669,Stefan Küng,M,30.0,NA,NA,SUI,SUI,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Time Trial, Individual, Men",NA
1050670,Maximilian Schachmann,M,30.0,NA,NA,GER,GER,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Time Trial, Individual, Men",NA
1050671,Mikkel Bjerg,M,25.0,NA,NA,DEN,DEN,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Time Trial, Individual, Men",NA
1050672,Mathias Vacek,M,22.0,NA,NA,CZE,CZE,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Time Trial, Individual, Men",NA
1050673,Ryan Mullen,M,29.0,NA,NA,IRL,IRL,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Time Trial, Individual, Men",NA
1050674,Tobias Foss,M,27.0,184.0,NA,NOR,NOR,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Time Trial, Individual, Men",NA
1050675,Mattias Skjelmose,M,23.0,NA,NA,DEN,DEN,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Time Trial, Individual, Men",NA
1050676,Kévin Vauquelin,M,23.0,NA,NA,FRA,FRA,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Time Trial, Individual, Men",NA
1050677,Magnus Sheffield,M,22.0,NA,NA,USA,USA,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Time Trial, Individual, Men",NA
1050678,Daan Hoole,M,25.0,NA,NA,NED,NED,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Time Trial, Individual, Men",NA
1050679,Alberto Bettiol,M,30.0,180.0,NA,ITA,ITA,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Time Trial, Individual, Men",NA
1050680,Felix Großschartner,M,30.0,NA,NA,AUT,AUT,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Time Trial, Individual, Men",NA
1050681,Derek Gee,M,26.0,NA,NA,CAN,CAN,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Time Trial, Individual, Men",NA
1050682,Yevgeny Fyodorov,M,24.0,193.0,80.0,KAZ,KAZ,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Time Trial, Individual, Men",NA
1050683,Attila Valter,M,26.0,186.0,65.0,HUN,HUN,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Time Trial, Individual, Men",NA
1050684,Michał Kwiatkowski,M,34.0,176.0,66.0,POL,POL,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Time Trial, Individual, Men",NA
1050685,Laurence Pithie,M,21.0,NA,NA,NZL,NZL,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Time Trial, Individual, Men",NA
1050686,Rui Costa,M,37.0,183.0,69.0,POR,POR,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Time Trial, Individual, Men",NA
1050687,Oier Lazkano,M,24.0,NA,NA,ESP,ESP,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Time Trial, Individual, Men",NA
1050688,Jan Tratnik,M,34.0,NA,NA,SLO,SLO,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Time Trial, Individual, Men",NA
1050689,Sainbayaryn Jambaljamts,M,27.0,NA,NA,MGL,MGL,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Time Trial, Individual, Men",NA
1050690,Biniam Girmay,M,24.0,183.0,NA,ERI,ERI,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Time Trial, Individual, Men",NA
1050691,Amir Ansari,M,24.0,NA,NA,EOR,EOR,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Time Trial, Individual, Men",NA
1050692,Gleb Syritsa,M,24.0,NA,NA,AIN,AIN,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Time Trial, Individual, Men",NA
1050693,Achraf Ed-Doghmy,M,24.0,NA,NA,MAR,MAR,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Time Trial, Individual, Men",NA
1050694,Søren Wærenskjold,M,24.0,195.0,92.0,NOR,NOR,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Time Trial, Individual, Men",NA
1050695,Luke Plapp,M,23.0,NA,NA,AUS,AUS,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Time Trial, Individual, Men",NA
1050696,Kristen Faulkner,F,31.0,NA,NA,USA,USA,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Women",Gold
1050697,Marianne Vos,F,37.0,169.0,59.0,NED,NED,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Women",Silver
1050698,Lotte Kopecky,F,28.0,171.0,66.0,BEL,BEL,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Women",Bronze
1050699,Blanka Vas,F,22.0,163.0,51.0,HUN,HUN,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Women",NA
1050700,Pfeiffer Georgi,F,23.0,NA,NA,GBR,GBR,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Women",NA
1050701,Margarita García,F,40.0,172.0,NA,ESP,ESP,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Women",NA
1050702,Noemi Rüegg,F,23.0,NA,NA,SUI,SUI,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Women",NA
1050703,Kasia Niewiadoma,F,29.0,169.0,57.0,POL,POL,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Women",NA
1050704,Elisa Longo Borghini,F,32.0,170.0,59.0,ITA,ITA,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Women",NA
1050705,Marta Lach,F,27.0,NA,NA,POL,POL,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Women",NA
1050706,Lorena Wiebes,F,25.0,NA,NA,NED,NED,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Women",NA
1050707,Lizzie Deignan,F,35.0,168.0,55.0,GBR,GBR,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Women",NA
1050708,Anna Henderson,F,25.0,NA,NA,GBR,GBR,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Women",NA
1050709,Caroline Andersson,F,22.0,NA,NA,SWE,SWE,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Women",NA
1050710,Chloé Dygert,F,27.0,176.0,66.0,USA,USA,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Women",NA
1050711,Liane Lippert,F,26.0,168.0,NA,GER,GER,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Women",NA
1050712,Christine Majerus,F,37.0,174.0,57.0,LUX,LUX,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Women",NA
1050713,Elise Chabbey,F,31.0,164.0,56.0,SUI,SUI,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Women",NA
1050714,Alison Jackson,F,35.0,NA,NA,CAN,CAN,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Women",NA
1050715,Rasa Leleivytė,F,35.0,NA,NA,LTU,LTU,2024 Summer,2024,Summer,Paris,Cycling Road,"Cycling Road Road Race, Women",NA
